SurveyID,ParticipantID,EventID,EventDateTimeStart,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyRecommendationID,SurveyOverallScore,SurveyComments,SurveySubmissionDate
179,137,3,2024-05-21 10:00:00,5,4,5,5,2,4.75,"The resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I left energized to keep learning. The resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects (snacks were a plus).",2024-05-21 20:09:00
180,138,5,2022-11-10 10:00:00,4,5,5,4,1,4.5,"The mixed-media project during Intro to Painting Class really clicked for me, the hands-on segment tied everything together (snacks were a plus). By the end, the watercolor session during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects. To be fair, the sketch warmups during Intro to Painting Class really clicked for me, the hands-on segment tied everything together.",2022-11-10 14:10:00
181,139,2,2022-03-05 10:00:00,4,4,3,3,3,3.5,"I knew parts of it already, but I still learned something, and the web dev sprint was helpful during Robotics Lab Saturday. I might recommend it depending on the topic. — especially for beginners. In my opinion, I knew parts of it already, but I still learned something, and the robot build was helpful during Robotics Lab Saturday. I'm curious to see how the next session improves. — next time I'd bring a friend.",2022-03-07 06:26:00
182,140,1,2022-03-06 10:00:00,5,4,5,4,1,4.5,"The panel Q&A during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time. I left with actionable next steps, the resume clinic during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. The panel Q&A during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; I left energized to keep learning.",2022-03-07 13:10:00
183,141,6,2023-10-11 10:00:00,4,5,5,5,2,4.75,"To be fair, the pacing made complex ideas feel doable, the Arduino demo during Data Science Study Group really clicked for me; This was absolutely worth the time. (snacks were a plus). If I'm being honest, the hands-on segment tied everything together, the robot build during Data Science Study Group really clicked for me.",2023-10-13 02:19:00
184,141,6,2025-07-16 10:00:00,5,5,4,5,2,4.75,"I left with actionable next steps, the Arduino demo during Data Science Study Group really clicked for me. To be fair, I met people who want to collaborate on projects, the coding challenges during Data Science Study Group really clicked for me; This was absolutely worth the time. The coding challenges during Data Science Study Group really clicked for me, the hands-on segment tied everything together; I'd definitely recommend this to a friend.",2025-07-18 09:03:00
185,141,2,2022-09-03 10:00:00,4,4,5,5,2,4.5,"Surprisingly, there were concrete examples I can reuse at school, the Arduino demo during Robotics Lab Saturday really clicked for me! The web dev sprint during Robotics Lab Saturday really clicked for me, I left with actionable next steps (wish there had been more time).",2022-09-04 10:01:00
186,142,10,2024-07-15 10:00:00,5,4,4,5,2,4.5,"There were concrete examples I can reuse at school, the gallery walk during Monthly Art Studio Workshop really clicked for me — especially for beginners! The pacing made complex ideas feel doable, the gallery walk during Monthly Art Studio Workshop really clicked for me (wish there had been more time).",2024-07-15 20:23:00
187,144,5,2024-09-19 10:00:00,4,5,4,3,3,4,"It boosted my confidence more than I expected, the color theory lesson during Intro to Painting Class really clicked for me. The color theory lesson during Intro to Painting Class really clicked for me, I left with actionable next steps. Surprisingly, the mixed-media project during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; It was useful overall.",2024-09-21 06:20:00
188,145,8,2025-06-20 10:00:00,4,5,4,4,1,4.25,"At first, the organizers ran things smoothly even with a big crowd, the data activity during Web Dev Bootcamp Night really clicked for me; It was useful overall. The mentors were down-to-earth and answered real questions, the Python lab during Web Dev Bootcamp Night really clicked for me; I'd attend again with a clearer agenda.",2025-06-20 11:23:00
189,145,7,2024-11-15 10:00:00,5,4,4,4,1,4.25,"If I'm being honest, the networking breakouts during Leadership Circle Meetup really clicked for me, the mentors were down-to-earth and answered real questions. In my opinion, I met people who want to collaborate on projects, the mentor roundtable during Leadership Circle Meetup really clicked for me! The networking breakouts during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; It was useful overall.",2024-11-15 11:13:00
190,147,3,2024-06-04 10:00:00,4,5,4,5,2,4.5,"From my perspective, I met people who want to collaborate on projects, the resume clinic during Girls in STEAM Mentoring really clicked for me. Honestly, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time!",2024-06-05 11:22:00
191,148,8,2022-06-10 10:00:00,5,4,4,5,2,4.5,"The mentors were down-to-earth and answered real questions, the robot build during Web Dev Bootcamp Night really clicked for me. I left with actionable next steps, the data activity during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time. I left with actionable next steps, the coding challenges during Web Dev Bootcamp Night really clicked for me; This pushed me to apply for a related program! The coding challenges during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program. — especially for beginners!",2022-06-11 01:24:00
192,149,11,2025-06-15 10:00:00,4,4,5,4,1,4.25,"I didn't expect this, but, it boosted my confidence more than I expected, the career fair during STEAM Summit & Expo really clicked for me — especially for beginners. By the end, I left with actionable next steps, the career fair during STEAM Summit & Expo really clicked for me; I might recommend it depending on the topic. Overall, I left with actionable next steps, the poster session during STEAM Summit & Expo really clicked for me; I might recommend it depending on the topic!",2025-06-16 23:28:00
193,150,5,2025-01-09 10:00:00,4,4,4,4,1,4,"The sketch warmups during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable; It was useful overall. I didn't expect this, but, the mentors were down-to-earth and answered real questions, the sketch warmups during Intro to Painting Class really clicked for me; I'd attend again with a clearer agenda.",2025-01-09 12:11:00
194,153,3,2025-08-12 10:00:00,5,3,5,4,1,4.25,"The pacing made complex ideas feel doable, the mentor roundtable during Girls in STEAM Mentoring really clicked for me. I met people who want to collaborate on projects, the mentor roundtable during Girls in STEAM Mentoring really clicked for me.",2025-08-13 23:14:00
195,154,2,2024-08-31 10:00:00,4,5,5,4,1,4.5,"In my opinion, the Python lab during Robotics Lab Saturday really clicked for me, I left with actionable next steps. Honestly, the organizers ran things smoothly even with a big crowd, the web dev sprint during Robotics Lab Saturday really clicked for me; I'd definitely recommend this to a friend.",2024-09-01 05:03:00
196,155,6,2023-09-13 10:00:00,4,5,4,5,2,4.5,"The pacing made complex ideas feel doable, the Python lab during Data Science Study Group really clicked for me! I met people who want to collaborate on projects, the robot build during Data Science Study Group really clicked for me; I'd definitely recommend this to a friend. The hands-on segment tied everything together, the Arduino demo during Data Science Study Group really clicked for me; This was absolutely worth the time. — especially for beginners.",2023-09-14 15:09:00
197,157,2,2023-12-30 10:00:00,5,4,5,4,1,4.5,"The mentors were down-to-earth and answered real questions, the robot build during Robotics Lab Saturday really clicked for me; I'd definitely recommend this to a friend. The Python lab during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; I'd come again and bring a classmate next time. (wish there had been more time).",2024-01-01 06:18:00
198,159,7,2024-07-15 10:00:00,3,4,5,5,2,4.25,"If I'm being honest, there were concrete examples I can reuse at school, the panel Q&A during Leadership Circle Meetup really clicked for me. I met people who want to collaborate on projects, the mentor roundtable during Leadership Circle Meetup really clicked for me; I might recommend it depending on the topic. — which surprised me in a good way.",2024-07-17 02:10:00
