EventDetailsID,EventID,EventDateTimeStart,EventLocation,EventDateTimeEnd,EventCapacity,EventRegistrationDeadline
1310,3,2024-02-23 10:00:00,Art Studio 2,2024-02-23 12:00:00,100,2024-02-16 10:00:00
1311,3,2024-03-01 10:00:00,Art Studio 2,2024-03-01 12:00:00,100,2024-02-23 10:00:00
1312,3,2024-03-08 10:00:00,Local Library,2024-03-08 12:00:00,100,2024-03-01 10:00:00
1313,3,2024-03-22 10:00:00,Virtual Zoom,2024-03-22 12:00:00,100,2024-03-15 10:00:00
1314,3,2024-03-29 10:00:00,Art Studio 2,2024-03-29 12:00:00,100,2024-03-22 10:00:00
1315,3,2024-04-05 10:00:00,Ella Rises HQ,2024-04-05 12:00:00,100,2024-03-29 10:00:00
1316,3,2024-04-19 10:00:00,Local Library,2024-04-19 12:00:00,100,2024-04-12 10:00:00
1317,3,2024-05-03 10:00:00,Community Center Room A,2024-05-03 12:00:00,100,2024-04-26 10:00:00
1318,3,2024-05-31 10:00:00,Community Center Room A,2024-05-31 12:00:00,100,2024-05-24 10:00:00
1319,3,2024-06-28 10:00:00,Community Center Room A,2024-06-28 12:00:00,100,2024-06-21 10:00:00
1320,3,2024-07-12 10:00:00,Community Center Room A,2024-07-12 12:00:00,100,2024-07-05 10:00:00
1321,3,2024-07-19 10:00:00,Local Library,2024-07-19 12:00:00,100,2024-07-12 10:00:00
1322,3,2024-07-26 10:00:00,Ella Rises HQ,2024-07-26 12:00:00,100,2024-07-19 10:00:00
1323,3,2024-08-02 10:00:00,Virtual Zoom,2024-08-02 12:00:00,100,2024-07-26 10:00:00
1324,3,2024-08-09 10:00:00,Art Studio 2,2024-08-09 12:00:00,100,2024-08-02 10:00:00
1325,3,2024-09-27 10:00:00,Local Library,2024-09-27 12:00:00,100,2024-09-20 10:00:00
1326,3,2024-10-04 10:00:00,Art Studio 2,2024-10-04 12:00:00,100,2024-09-27 10:00:00
1327,3,2024-10-11 10:00:00,Local Library,2024-10-11 12:00:00,100,2024-10-04 10:00:00
1328,3,2024-11-08 10:00:00,Ella Rises HQ,2024-11-08 12:00:00,100,2024-11-01 10:00:00
1329,3,2024-11-15 10:00:00,Art Studio 2,2024-11-15 12:00:00,100,2024-11-08 10:00:00
1330,3,2024-11-29 10:00:00,Virtual Zoom,2024-11-29 12:00:00,100,2024-11-22 10:00:00
1331,3,2025-01-17 10:00:00,Virtual Zoom,2025-01-17 12:00:00,100,2025-01-10 10:00:00
1332,3,2025-02-07 10:00:00,Local Library,2025-02-07 12:00:00,100,2025-01-31 10:00:00
1333,3,2025-03-14 10:00:00,Virtual Zoom,2025-03-14 12:00:00,100,2025-03-07 10:00:00
1334,3,2025-04-04 10:00:00,Community Center Room A,2025-04-04 12:00:00,100,2025-03-28 10:00:00
1335,3,2025-04-11 10:00:00,Virtual Zoom,2025-04-11 12:00:00,100,2025-04-04 10:00:00
1336,3,2025-04-18 10:00:00,Local Library,2025-04-18 12:00:00,100,2025-04-11 10:00:00
1337,3,2025-04-25 10:00:00,Virtual Zoom,2025-04-25 12:00:00,100,2025-04-18 10:00:00
1338,12,2025-07-11 10:00:00,Local Library,2025-07-11 12:00:00,100,2025-07-04 10:00:00
1339,13,2025-07-25 10:00:00,Ella Rises HQ,2025-07-25 12:00:00,100,2025-07-18 10:00:00
1340,14,2025-09-05 10:00:00,Community Center Room A,2025-09-05 12:00:00,100,2025-08-29 10:00:00
1341,15,2025-09-12 10:00:00,Virtual Zoom,2025-09-12 12:00:00,100,2025-09-05 10:00:00
,,2025-09-26 10:00:00,Art Studio 2,2025-09-26 12:00:00,100,2025-09-19 10:00:00
,,2025-10-03 10:00:00,Art Studio 2,2025-10-03 12:00:00,100,2025-09-26 10:00:00
,,2025-10-17 10:00:00,Ella Rises HQ,2025-10-17 12:00:00,100,2025-10-10 10:00:00
,,2025-10-24 10:00:00,Virtual Zoom,2025-10-24 12:00:00,100,2025-10-17 10:00:00
,,2025-10-31 10:00:00,Community Center Room A,2025-10-31 12:00:00,100,2025-10-24 10:00:00
,,2021-11-21 10:00:00,Ella Rises HQ,2021-11-21 12:00:00,100,2021-11-14 10:00:00
,,2021-12-12 10:00:00,Ella Rises HQ,2021-12-12 12:00:00,100,2021-12-05 10:00:00
,,2021-12-19 10:00:00,Local Library,2021-12-19 12:00:00,100,2021-12-12 10:00:00
,,2022-02-13 10:00:00,Virtual Zoom,2022-02-13 12:00:00,100,2022-02-06 10:00:00
,,2022-03-27 10:00:00,Virtual Zoom,2022-03-27 12:00:00,100,2022-03-20 10:00:00
,,2022-04-24 10:00:00,Virtual Zoom,2022-04-24 12:00:00,100,2022-04-17 10:00:00
,,2022-07-03 10:00:00,Local Library,2022-07-03 12:00:00,100,2022-06-26 10:00:00
,,2022-07-10 10:00:00,Art Studio 2,2022-07-10 12:00:00,100,2022-07-03 10:00:00
,,2022-07-17 10:00:00,Community Center Room A,2022-07-17 12:00:00,100,2022-07-10 10:00:00
,,2022-08-07 10:00:00,Ella Rises HQ,2022-08-07 12:00:00,100,2022-07-31 10:00:00
,,2022-08-14 10:00:00,Community Center Room A,2022-08-14 12:00:00,100,2022-08-07 10:00:00
,,2022-08-28 10:00:00,Local Library,2022-08-28 12:00:00,100,2022-08-21 10:00:00
,,2023-03-05 10:00:00,Virtual Zoom,2023-03-05 12:00:00,100,2023-02-26 10:00:00
,,2023-05-21 10:00:00,Ella Rises HQ,2023-05-21 12:00:00,100,2023-05-14 10:00:00
,,2023-06-11 10:00:00,Virtual Zoom,2023-06-11 12:00:00,100,2023-06-04 10:00:00
,,2023-10-29 10:00:00,Virtual Zoom,2023-10-29 12:00:00,100,2023-10-22 10:00:00
,,2023-11-12 10:00:00,Ella Rises HQ,2023-11-12 12:00:00,100,2023-11-05 10:00:00
,,2023-12-31 10:00:00,Community Center Room A,2023-12-31 12:00:00,100,2023-12-24 10:00:00
,,2024-01-28 10:00:00,Ella Rises HQ,2024-01-28 12:00:00,100,2024-01-21 10:00:00
,,2024-05-05 10:00:00,Community Center Room A,2024-05-05 12:00:00,100,2024-04-28 10:00:00
,,2024-05-26 10:00:00,Virtual Zoom,2024-05-26 12:00:00,100,2024-05-19 10:00:00
,,2024-10-13 10:00:00,Art Studio 2,2024-10-13 12:00:00,100,2024-10-06 10:00:00
,,2024-11-10 10:00:00,Local Library,2024-11-10 12:00:00,100,2024-11-03 10:00:00
,,2024-12-01 10:00:00,Local Library,2024-12-01 12:00:00,100,2024-11-24 10:00:00
,,2024-12-08 10:00:00,Local Library,2024-12-08 12:00:00,100,2024-12-01 10:00:00
,,2024-12-22 10:00:00,Community Center Room A,2024-12-22 12:00:00,100,2024-12-15 10:00:00
,,2025-01-05 10:00:00,Virtual Zoom,2025-01-05 12:00:00,100,2024-12-29 10:00:00
,,2025-04-06 10:00:00,Community Center Room A,2025-04-06 12:00:00,100,2025-03-30 10:00:00
,,2025-06-22 10:00:00,Art Studio 2,2025-06-22 12:00:00,100,2025-06-15 10:00:00
,,2025-06-29 10:00:00,Local Library,2025-06-29 12:00:00,100,2025-06-22 10:00:00
,,2025-08-10 10:00:00,Art Studio 2,2025-08-10 12:00:00,100,2025-08-03 10:00:00
,,2021-11-23 10:00:00,Art Studio 2,2021-11-23 12:00:00,100,2021-11-16 10:00:00
,,2021-12-21 10:00:00,Art Studio 2,2021-12-21 12:00:00,100,2021-12-14 10:00:00
,,2022-01-04 10:00:00,Virtual Zoom,2022-01-04 12:00:00,100,2021-12-28 10:00:00
,,2022-03-01 10:00:00,Community Center Room A,2022-03-01 12:00:00,100,2022-02-22 10:00:00
,,2022-03-08 10:00:00,Ella Rises HQ,2022-03-08 12:00:00,100,2022-03-01 10:00:00
,,2022-08-16 10:00:00,Virtual Zoom,2022-08-16 12:00:00,100,2022-08-09 10:00:00
,,2022-09-20 10:00:00,Art Studio 2,2022-09-20 12:00:00,100,2022-09-13 10:00:00
,,2022-11-08 10:00:00,Virtual Zoom,2022-11-08 12:00:00,100,2022-11-01 10:00:00
,,2022-11-22 10:00:00,Community Center Room A,2022-11-22 12:00:00,100,2022-11-15 10:00:00
,,2022-12-27 10:00:00,Ella Rises HQ,2022-12-27 12:00:00,100,2022-12-20 10:00:00
,,2023-02-07 10:00:00,Community Center Room A,2023-02-07 12:00:00,100,2023-01-31 10:00:00
,,2023-03-07 10:00:00,Art Studio 2,2023-03-07 12:00:00,100,2023-02-28 10:00:00
,,2023-03-14 10:00:00,Art Studio 2,2023-03-14 12:00:00,100,2023-03-07 10:00:00
,,2023-10-24 10:00:00,Art Studio 2,2023-10-24 12:00:00,100,2023-10-17 10:00:00
,,2023-12-19 10:00:00,Ella Rises HQ,2023-12-19 12:00:00,100,2023-12-12 10:00:00
,,2023-12-26 10:00:00,Community Center Room A,2023-12-26 12:00:00,100,2023-12-19 10:00:00
,,2024-02-13 10:00:00,Art Studio 2,2024-02-13 12:00:00,100,2024-02-06 10:00:00
,,2024-03-26 10:00:00,Art Studio 2,2024-03-26 12:00:00,100,2024-03-19 10:00:00
,,2024-07-09 10:00:00,Art Studio 2,2024-07-09 12:00:00,100,2024-07-02 10:00:00
,,2024-08-20 10:00:00,Art Studio 2,2024-08-20 12:00:00,100,2024-08-13 10:00:00
,,2024-09-03 10:00:00,Ella Rises HQ,2024-09-03 12:00:00,100,2024-08-27 10:00:00
,,2025-01-07 10:00:00,Local Library,2025-01-07 12:00:00,100,2024-12-31 10:00:00
,,2025-01-21 10:00:00,Virtual Zoom,2025-01-21 12:00:00,100,2025-01-14 10:00:00
,,2025-02-11 10:00:00,Ella Rises HQ,2025-02-11 12:00:00,100,2025-02-04 10:00:00
,,2025-04-01 10:00:00,Art Studio 2,2025-04-01 12:00:00,100,2025-03-25 10:00:00
,,2025-05-06 10:00:00,Community Center Room A,2025-05-06 12:00:00,100,2025-04-29 10:00:00
,,2025-05-20 10:00:00,Local Library,2025-05-20 12:00:00,100,2025-05-13 10:00:00
,,2025-07-08 10:00:00,Virtual Zoom,2025-07-08 12:00:00,100,2025-07-01 10:00:00
,,2025-09-09 10:00:00,Art Studio 2,2025-09-09 12:00:00,100,2025-09-02 10:00:00
,,2025-09-23 10:00:00,Community Center Room A,2025-09-23 12:00:00,100,2025-09-16 10:00:00
,,2025-09-30 10:00:00,Local Library,2025-09-30 12:00:00,100,2025-09-23 10:00:00
